id,unique,value
Lewisham,Kilmorie Primary School,34.3
Lewisham,All Saints' Church of England Primary School,36.4
Lewisham,St Mary Magdalen's Catholic Primary School,35.7
Lewisham,Good Shepherd RC School,31.7
Lewisham,Holy Trinity Church of England Primary School,36
Lewisham,St Margaret's Lee CofE Primary School,35.9
Lewisham,St Augustine's Catholic Primary School and Nursery,33.9
Lewisham,St Bartholomews's Church of England Primary School,33.8
Lewisham,St James's Hatcham Church of England Primary School,43.7
Lewisham,St John Baptist Southend Church of England Primary School,38.3
Lewisham,St Joseph's Catholic Primary School,39.4
Lewisham,St Mary's Lewisham Church of England Primary School,41.9
Lewisham,St Michael's Church of England Primary School,33.5
Lewisham,Our Lady and St Philip Neri Roman Catholic Primary School,34.9
Lewisham,St Saviour's Catholic Primary School,38.2
Lewisham,St Stephen's Church of England Primary School,37.6
Lewisham,St William of York Catholic Primary School,34.7
Lewisham,Holy Cross Catholic Primary School,36.2
Lewisham,Deptford Green School,40.4
Lewisham,Sydenham School,35.5
Lewisham,Conisborough College,32.8
Lewisham,Sedgehill School,32.1
Lewisham,Forest Hill School,33.3
Lewisham,Prendergast Ladywell School,34.6
Lewisham,Addey and Stanhope School,41.4
Lewisham,"Trinity Church of England School, Lewisham",34.4
Lewisham,Prendergast School,35.4
Lewisham,Bonus Pastor Catholic College,32.5
Lewisham,St Dunstan's College,38.7
Lewisham,Sydenham High School GDST,34.9
Lewisham,Brent Knoll School,36.2
Lewisham,New Woodlands School,32
Lewisham,Greenvale School,36.3
Lewisham,Watergate School,34
Lewisham,Christ The King Sixth Form College,35.9
Lewisham,Abbey Manor College,36.8
Lewisham,Allenby Tutorial Trust,35.5
Lewisham,Kings Kids Christian School,37.8
Lewisham,"Goldsmiths College, University of London",43.3
Lewisham,Haberdashers' Aske's Knights Academy,32.1
Lewisham,Haberdashers' Aske's Hatcham College,38.1
Lewisham,St Matthew Academy,35.6
Lewisham,Prendergast Vale School,40
Lewisham,Marathon Science School,42.4
Lewisham,Drumbeat School and ASD Service,32.7
Lewisham,Tidemill Academy,40.4
Lewisham,Rose House Montessori School,34.4
Lewisham,Haberdashers' Aske's Hatcham Temple Grove Free School,38.3
Lewisham,St Winifred's RC Primary School,33.8
Lewisham,TLG Lewisham,43.7
Lewisham,Education My Life Matters,34
Lewisham,St George's CofE Primary School,35.9
Lewisham,Turnham Academy,36.3
Lewisham,Childeric Primary School,39.8
Lewisham,Young Women's Hub,37.4
Merton,Willington School,35.6
Merton,Bond Primary School,33.7
Merton,Dundonald Primary School,34.1
Merton,Garfield Primary School,34
Merton,Hatfeild Primary School,32.7
Merton,Hollymount School,32.7
Merton,Joseph Hood Primary School,33.2
Merton,Links Primary School,34.5
Merton,Lonesome Primary School,34.5
Merton,Merton Abbey Primary School,38.5
Merton,Merton Park Primary School,33.1
Merton,Morden Primary School,34.9
Merton,Pelham Primary School,35.7
Merton,Haslemere Primary School,33.2
Merton,Poplar Primary School,34.5
Merton,St Mark's Primary School,35.4
Merton,The Sherwood School,34.1
Merton,Singlegate Primary School,37.5
Merton,Wimbledon Park Primary School,36.9
Merton,Abbotsbury Primary School,32.5
Merton,West Wimbledon Primary School,35.5
Merton,Cranmer Primary School,32.6
Merton,Gorringe Park Primary School,35.5
Merton,Hillcross Primary School,32.6
Merton,Liberty Primary,35.1
Merton,William Morris Primary School,33.6
Merton,Wimbledon Chase Primary School,33.3
Merton,All Saints' CofE Primary School,34.4
Merton,St Matthew's CofE Primary School,32.6
Merton,Holy Trinity CofE Primary School,34
Merton,Bishop Gilpin CofE Primary School,33.8
Merton,St Peter and Paul Catholic Primary School,36.7
Merton,Sacred Heart Catholic Primary School,36.2
Merton,St Teresa's Catholic Primary School,33.9
Merton,St Mary's Catholic Primary School,35.1
Merton,St John Fisher RC Primary School,33.5
Merton,The Priory CofE School,34.7
Merton,Ricards Lodge High School,33.8
Merton,Raynes Park High School,37.1
Merton,Rutlish School,32.7
Merton,Wimbledon College,34
Merton,Ursuline High School Wimbledon,33.5
Merton,King's College School,34.2
Merton,The Rowans School,33
Merton,Ursuline Preparatory School Wimbledon,33.5
Merton,Donhead Preparatory School,33.6
Merton,The Study Preparatory School,32.5
Merton,Wimbledon Common Preparatory School,35
Merton,Wimbledon High School,36.2
Merton,The Norwegian School in London,33
Merton,Blossom House School,32.8
Merton,Melrose School,33.4
Merton,Perseid School,32.1
Merton,Cricket Green School,37.8
Merton,Date Valley School Trust,36.1
Merton,Harris Academy Merton,33.9
Merton,Malmesbury Primary School,33.3
Merton,Wimbledon School of Art,33.3
Merton,The Smart Centre,32.3
Merton,St Thomas of Canterbury Catholic Primary School,35.2
Merton,St Mark's Church of England Academy,34.9
Merton,Eagle House School,37.2
Merton,RISE Education,35.8
Merton,Harris Academy Morden,32.6
Merton,The London Acorn School,33.2
Merton,Jus'T'Learn,38.5
Merton,The Norwegian Kindergarten In London,33
Merton,Park Community School,38.3
Merton,Harris Primary Academy Merton,34.2
Merton,Beecholme Primary School,33.7
Merton,Aragon Primary School,32.5
Merton,Harris Academy Wimbledon,33.4
Merton,Stanford Primary School,33
Newham,Edith Kerrison Nursery School,38.1
Newham,Kay Rowe Nursery School,38.1
Newham,Rebecca Cheetham Nursery and Children's Centre,41.2
Newham,Ronald Openshaw Nursery School,38.9
Newham,St Stephen's Nursery School,37.7
Newham,Sheringham Nursery School & Children's Centre,38.9
Newham,Oliver Thomas Nursery School,34.8
Newham,Tunmarsh School,38
Newham,Altmore Infant School,35
Newham,Avenue Primary School,35.6
Newham,Brampton Primary School,35.3
Newham,Carpenters Primary School,41
Newham,Dersingham Primary School,34.4
Newham,Godwin Junior School,35.3
Newham,Woodgrange Infant School,35.5
Newham,Grange Primary School,37.4
Newham,Keir Hardie Primary School,45.2
Newham,Lathom Junior School,38.9
Newham,Manor Primary School,39.7
Newham,Maryland Primary School,36.7
Newham,Odessa Infant School,36.7
Newham,Park Primary School,36.2
Newham,Roman Road Primary School,37.1
Newham,Salisbury Primary School,40.8
Newham,William Davies Primary School,34.7
Newham,Star Primary School,38.4
Newham,St Stephen's Primary School,37.4
Newham,Winsor Primary School,35.9
Newham,Colegrave Primary School,37.1
Newham,Southern Road Primary School,35.6
Newham,Calverton Primary School,36.1
Newham,Ellen Wilkinson Primary School,36.7
Newham,Essex Primary School,35.1
Newham,St James' CofE Junior School,36.9
Newham,West Ham Church Primary School,38.9
Newham,St Luke's Primary School,38.8
Newham,St Michael's Catholic Primary School,37.7
Newham,St Winefride's RC Primary School,34.9
Newham,Little Ilford School,35.8
Newham,Rokeby School,40.7
Newham,Lister Community School,35.6
Newham,Plashet School,38.2
Newham,Eastlea Community School,37.4
Newham,St Angela's Ursuline School,35.8
Newham,St Bonaventure's RC School,36.7
Newham,Grangewood Independent School,36.7
Newham,Sandringham Primary School,39.1
Newham,Newham College of Further Education,39.5
Newham,Newham Sixth Form College,38.7
Newham,Central Park Primary School,35.4
Newham,Promised Land Academy,38
Newham,St Antony's Catholic Primary School,37.4
Newham,Kingsford Community School,35.5
Newham,Sir John Heron Primary School,35
Newham,Plaistow Primary School,35.3
Newham,The Service for Deaf and Partially Hearing Children,38
Newham,Stratford Circus,42.1
Newham,University of East London,37.2
Newham,Azhar Academy Girls School,38.9
Newham,Imam Zakariya Academy,39.4
Newham,Quwwat Ul Islam Girls' School,37.8
Newham,New Directions,36.1
Newham,East London Independent Special School,38.6
Newham,Brampton Manor Academy,36.4
Newham,Stratford School Academy,37.9
Newham,School 21,41.1
Newham,London Academy of Excellence,48.2
Newham,Hafs Academy,37.2
Newham,Chobham Academy,36.9
Newham,East London Science School,37.8
Newham,Langdon Academy,35.5
Newham,Oasis Academy Silvertown,36.7
Newham,Education Links,37.7
Newham,John F Kennedy Special School,38.3
Newham,Sheringham Primary School,38.4
Newham,St Helen's Catholic Primary School,36.6
Newham,St Joachim's Catholic  Primary School,37.9
Newham,Upton Cross Primary School,35.5
Newham,Portway Primary School,36.3
Newham,Sarah Bonnell School,39.9
Newham,Hartley Primary School,37.8
Newham,Selwyn Primary School,38.8
Newham,London Design and Engineering UTC,37.4
Newham,Forest Gate Community School,38.1
Newham,Eleanor Smith School,38.6
Newham,Gainsborough Primary School,39.1
Newham,Kaizen Primary School,37
Newham,Tollgate Primary School,37.7
Newham,Cleves Primary School,35
Newham,Drew Primary School,37.6
Newham,Ranelagh Primary School,37.7
Newham,Ravenscroft Primary School,37.5
Newham,Kensington Primary School,35.2
Newham,Curwen Primary School,39.4
Newham,"Newham Collegiate Sixth Form Centre, City of London Academy",40.9
Newham,Britannia Village Primary School,38.1
Newham,Bobby Moore Academy,37.8
Newham,Rosetta Primary School,39.2
Newham,Earlham Primary School,36.3
Newham,The Cumberland School,36.8
Newham,Monega Primary School,34.7
Newham,Elmhurst Primary School,35.6
Newham,Hallsville Primary School,37.5
Newham,Nelson Primary School,36.1
Newham,Scott Wilkie Primary School,36.3
Newham,Vicarage Primary School,35.4
Newham,New City Primary School,36.1
Newham,Gallions Primary School,38
Newham,Royal Docks Academy,38.4
Newham,Shaftesbury Primary School,35.9
Redbridge,The Constance Bridgeman Centre,31.9
Redbridge,Manford Primary School,28.4
Redbridge,Cleveland Road Primary School,35
Redbridge,Downshall Primary School,32.3
Redbridge,Fairlop Primary School,30.2
Redbridge,Gilbert Colvin Primary School,30.5
Redbridge,Glade Primary School,31.9
Redbridge,Goodmayes Primary School,32.6
Redbridge,Gordon Primary School,32.3
Redbridge,Mossford Green Primary School,31.4
Redbridge,Newbury Park Primary School,33.6
Redbridge,Uphall Primary School,34.8
Redbridge,William Torbitt Primary School,39.3
Redbridge,Aldersbrook Primary School,34
Redbridge,Roding Primary School,31.9
Redbridge,Wells Primary School,32.6
Redbridge,Snaresbrook Primary School,35.2
Redbridge,Fullwood Primary School,33.6
Redbridge,Woodlands Primary School,32.8
Redbridge,Grove Primary School,31.3
Redbridge,Chadwell Primary School,32
Redbridge,Coppice Primary School,27.6
Redbridge,John Bramston Primary School,28.1
Redbridge,Nightingale Primary School,34.2
Redbridge,Barley Lane Primary School,31.8
Redbridge,Wanstead Church School,35.9
Redbridge,St Augustine's Catholic Primary School,34.2
Redbridge,St Antony's Catholic Primary School,32.5
Redbridge,St Bede's Catholic Primary School,29.8
Redbridge,Wohl Ilford Jewish Primary School,33
Redbridge,Caterham High School,31.5
Redbridge,Ilford County High School,31.6
Redbridge,Wanstead High School,37.2
Redbridge,Woodford County High School,35.7
Redbridge,Woodbridge High School,32.8
Redbridge,Seven Kings School,32.9
Redbridge,Valentines High School,36.2
Redbridge,Mayfield School,31
Redbridge,Trinity Catholic High School,30.4
Redbridge,Kantor King Solomon High School,31.9
Redbridge,St Aubyn's School,35.4
Redbridge,St Joseph's Convent School,49.2
Redbridge,Woodford Green Preparatory School,33.5
Redbridge,Beehive Preparatory School,37.5
Redbridge,Eastcourt Independent School,34.2
Redbridge,Snaresbrook Preparatory School,35.9
Redbridge,Avon House School,33.1
Redbridge,Park School for Girls,34.7
Redbridge,The Ursuline Prep School Ilford,37.1
Redbridge,Bancrofts School,33.5
Redbridge,Little Heath School,32.7
Redbridge,The New Rush Hall School,32.4
Redbridge,Hatton School and Special Needs Centre,34.1
Redbridge,Apex Primary School,35.4
Redbridge,Redbridge Primary School,33.2
Redbridge,Highlands Primary School,35.6
Redbridge,Mayespark Primary School,32.1
Redbridge,Cranbrook Primary School,35.2
Redbridge,Clore Tikva School,30.3
Redbridge,Christchurch Primary School,32.8
Redbridge,South Park Primary School,31.8
Redbridge,Bancrofts Preparatory School,33.5
Redbridge,Early Years Assessment Service and Centre Co Manford Primary School,28.4
Redbridge,Oaks Park High School,30.8
Redbridge,Oakdale Junior School,40.4
Redbridge,Oakdale Infants' School,36.2
Redbridge,Gearies Primary School,32.6
Redbridge,Churchfields Junior School,35.3
Redbridge,Churchfields Infants' School,38.3
Redbridge,Parkhill Infants' School,31.7
Redbridge,Parkhill Junior School,31.7
Redbridge,Al-Noor Primary School,32.7
Redbridge,Redbridge Alternative Provision,31.8
Redbridge,Chadwell Heath Academy,30
Redbridge,Aldborough Primary School,32.5
Redbridge,The Palmer Catholic Academy,35.1
Redbridge,The Ursuline Academy Ilford,36.6
Redbridge,Forest Academy,28.1
Redbridge,Ark Isaac Newton Academy,32.4
Redbridge,Read Academy,34.5
Redbridge,St Aidan's Catholic Primary Academy,33.2
Redbridge,Loxford School,32.3
Redbridge,Beal High School,33.5
Redbridge,Beacon Business Innovation Hub,33.5
Redbridge,Al-Noor Voluntary Aided Muslim Primary School,32.7
Redbridge,Avanti Court Primary School,30.6
Redbridge,Atam Academy,31.4
Redbridge,Winston Way Academy,38.8
Redbridge,Newbridge School,30.2
Redbridge,Farnham Green Primary School,30.2
Redbridge,Ray Lodge Primary School,32.2
Richmond upon Thames,Windham Nursery School,37.8
Richmond upon Thames,Carlisle Infant School,31.4
Richmond upon Thames,Darell Primary and Nursery School,37.1
Richmond upon Thames,East Sheen Primary School,37.7
Richmond upon Thames,Hampton Hill Junior School,31.8
Richmond upon Thames,Hampton Junior School,30.7
Richmond upon Thames,Hampton Infant School and Nursery,30
Richmond upon Thames,Hampton Wick Infant and Nursery School,31.3
Richmond upon Thames,Heathfield Junior School,31.8
Richmond upon Thames,Heathfield Infant School,31.8
Richmond upon Thames,Lowther Primary School,37.1
Richmond upon Thames,Meadlands Primary School,32.7
Richmond upon Thames,Orleans Primary School,33.2
Richmond upon Thames,The Russell Primary School,34.2
Richmond upon Thames,Sheen Mount Primary School,33.6
Richmond upon Thames,Stanley  Primary School,33.6
Richmond upon Thames,Trafalgar Junior School,32.2
Richmond upon Thames,Trafalgar Infant School,31.9
Richmond upon Thames,Barnes Primary School,35
Richmond upon Thames,Collis Primary School,30.6
Richmond upon Thames,Buckingham Primary School,30.3
Richmond upon Thames,Chase Bridge Primary School,33.7
Richmond upon Thames,The Vineyard School,33.7
Richmond upon Thames,St Richard's Church of England Primary School,32.9
Richmond upon Thames,Holy Trinity Church of England Primary School,35.4
Richmond upon Thames,St Mary Magdalen's Catholic Primary School,36
Richmond upon Thames,St Elizabeth's Catholic Primary School,34.8
Richmond upon Thames,St John the Baptist Church of England Junior School,31.3
Richmond upon Thames,St Edmund's Catholic Primary School,33.2
Richmond upon Thames,St James's Roman Catholic Primary School,31.8
Richmond upon Thames,St Mary's Church of England Primary School,33.4
Richmond upon Thames,St Stephen's C E Primary School,40.2
Richmond upon Thames,Sacred Heart Roman Catholic Primary School,31
Richmond upon Thames,St Mary's and St Peter's Church of England Primary School,32
Richmond upon Thames,Bishop Perrin Church of England Primary School,33
Richmond upon Thames,St Osmund's Catholic Primary School,38.9
Richmond upon Thames,Archdeacon Cambridge's Church of England Primary School,33.4
Richmond upon Thames,The Queen's Church of England Primary School,36
Richmond upon Thames,Christ's Church of England Comprehensive Secondary School,35.2
Richmond upon Thames,King's House School,33.8
Richmond upon Thames,Lady Eleanor Holles School,30.5
Richmond upon Thames,The Mall School,33.8
Richmond upon Thames,Newland House School,31.4
Richmond upon Thames,The Old Vicarage School,37.2
Richmond upon Thames,St Catherine's School,33.5
Richmond upon Thames,Tower House School,34.6
Richmond upon Thames,Broomfield House School,36.5
Richmond upon Thames,Kew College,37.3
Richmond upon Thames,St Paul's School,37.6
Richmond upon Thames,Twickenham Preparatory School,31.2
Richmond upon Thames,Unicorn School,36.1
Richmond upon Thames,The German School,33.3
Richmond upon Thames,Hampton School,30.6
Richmond upon Thames,The Royal Ballet School,50
Richmond upon Thames,The Swedish School,38.5
Richmond upon Thames,The Harrodian School,37.2
Richmond upon Thames,Richmond-upon-Thames College,33.7
Richmond upon Thames,Kew Riverside Primary School,36.5
Richmond upon Thames,Hampton Court House,29.8
Richmond upon Thames,Marshgate Primary School,37.4
Richmond upon Thames,"St Mary's University, Twickenham",32.7
Richmond upon Thames,Kew Green Preparatory School,35.8
Richmond upon Thames,Richmond Park Academy,33.9
Richmond upon Thames,Radnor House,34.2
Richmond upon Thames,Teddington School,31.1
Richmond upon Thames,Waldegrave School,31.8
Richmond upon Thames,Orleans Park School,34.4
Richmond upon Thames,Grey Court School,32.6
Richmond upon Thames,St Richard Reynolds Catholic High School,32.7
Richmond upon Thames,St Richard Reynolds Catholic Primary School,32.7
Richmond upon Thames,St Mary's Hampton Church of England Primary,30.4
Richmond upon Thames,Thomson House School,36.9
Richmond upon Thames,Turing House School,34
Richmond upon Thames,Deer Park School,41.7
Richmond upon Thames,Twickenham Primary Academy,35
Richmond upon Thames,The Richmond upon Thames School,33.7
Richmond upon Thames,Azbuka Russian-English Bilingual School,35.6
Richmond upon Thames,Clarendon School,33.9
Richmond upon Thames,Strathmore School,32.3
Richmond upon Thames,Hampton High,31.1
Richmond upon Thames,Twickenham School,36.9
Richmond upon Thames,Nelson Primary School,32.8
Richmond upon Thames,Falcons Preparatory School for Boys,37.8
Southwark,Kintore Way Nursery School and Children's Centre,43.1
Southwark,Ann Bernadt Nursery School,40.2
Southwark,Dulwich Wood Nursery School,34.4
Southwark,Nell Gwynn Nursery School,42.8
Southwark,Grove Children & Family Centre,40.2
Southwark,Albion Primary School,45.3
Southwark,Bellenden Primary School,39.4
Southwark,Camelot Primary School,39.2
Southwark,Charles Dickens Primary School,47.9
Southwark,Cobourg Primary School,39.8
Southwark,Comber Grove School,41.9
Southwark,Crampton Primary,43.6
Southwark,Crawford Primary School,40.8
Southwark,Dog Kennel Hill School,39.2
Southwark,Goodrich Community Primary School,35.2
Southwark,Grange Primary School,48
Southwark,Heber Primary School,36.2
Southwark,Hollydale Primary School,39.5
Southwark,Ilderton Primary School,41.7
Southwark,Ivydale Primary School,36.1
Southwark,John Ruskin Primary School and Language Classes,41.7
Southwark,Keyworth Primary School,43.1
Southwark,Dulwich Wood Primary School,34.4
Southwark,Lyndhurst Primary School,39.7
Southwark,Michael Faraday School,41.7
Southwark,Riverside Primary School,41.8
Southwark,Robert Browning Primary School,42.5
Southwark,Rotherhithe Primary School,42.6
Southwark,Snowsfields Primary School,44.9
Southwark,Southwark Park Primary School,39.7
Southwark,Tower Bridge Primary School,50.5
Southwark,Townsend Primary School,47.4
Southwark,Victory Primary School,47.6
Southwark,Charlotte Sharman Primary School,47.4
Southwark,Phoenix Primary School,42
Southwark,Pilgrims' Way Primary School,41.3
Southwark,Alfred Salter Primary School,39.3
Southwark,Oliver Goldsmith Primary School,43
Southwark,Boutcher Church of England Primary School,42.6
Southwark,Dulwich Village Church of England Infants' School,39.1
Southwark,English Martyrs Roman Catholic Primary School,44.2
Southwark,St James the Great Roman Catholic Primary School,42.8
Southwark,St Francis RC Primary School,39.9
Southwark,St George's Church of England Primary School,40.8
Southwark,St George's Cathedral Catholic Primary School,52
Southwark,St James' Church of England Primary School,45.6
Southwark,St John's and St Clement's Church of England Primary School,37.3
Southwark,St John's Walworth Church of England Primary School,46.3
Southwark,St Joseph's Roman Catholic Primary School,44.1
Southwark,St Joseph's Catholic Primary School,42.1
Southwark,"Saint Joseph's Catholic Primary School, the Borough",50.7
Southwark,St Jude's Church of England Primary School,49.3
Southwark,St Mary Magdalene Church of England Primary School,38.1
Southwark,Peter Hills with St Mary's and St Paul's CofE Primary School,41.7
Southwark,St Peter's Church of England Primary School,44.7
Southwark,The Cathedral School of St Saviour and St Mary Overy,50.4
Southwark,St John's Roman Catholic Primary School,38.8
Southwark,St Saviour's and St Olave's Church of England School,50.3
Southwark,St Francesca Cabrini Primary School,38.1
Southwark,St Anthony's Catholic Primary School,37.2
Southwark,St Joseph's Catholic Junior School,41.6
Southwark,St Joseph's Catholic Infants School,41.6
Southwark,Friars Primary Foundation School,47.5
Southwark,The St Thomas the Apostle College,37.4
Southwark,Notre Dame Roman Catholic Girls' School,49.9
Southwark,Dulwich College,36.8
Southwark,Dulwich Prep London,35
Southwark,James Allen's Girls' School,38.9
Southwark,Alleyn's School,37.9
Southwark,Herne Hill School,39.5
Southwark,Highshore School,43.9
Southwark,Evelina Hospital School,48.4
Southwark,Bethlem and Maudsley Hospital School,29.6
Southwark,Haymerle School,39.2
Southwark,Beormund Primary School,46.6
Southwark,Tuke School,39.2
Southwark,Cherry Garden School,43.6
Southwark,Bessemer Grange Primary School,36.6
Southwark,Cavendish School,42.7
Southwark,Harris Academy Bermondsey,41.9
Southwark,Brunswick Park Primary School,40.3
Southwark,Harris Girls' Academy East Dulwich,36.5
Southwark,St John's and St Clement's Primary School Co Hearing Impaired Unit,37.3
Southwark,Camberwell College of Arts,43
Southwark,London College of Printing & Distributive Trades,55.9
Southwark,The Hospital and Home Tuition Sick Children's Service,44.5
Southwark,London South Bank University,48.5
Southwark,The Villa,38.8
Southwark,City of London Academy (Southwark),41.2
Southwark,Harris Academy Peckham,41.2
Southwark,The From Boyhood To Manhood Foundation,39.9
Southwark,Rye Oak Primary School,38.3
Southwark,Southwark Inclusive Learning Service (Sils),41.1
Southwark,Ark Walworth Academy,43
Southwark,London Christian School,50.8
Southwark,Ark Globe Academy,44.6
Southwark,Harris Boys' Academy East Dulwich,38.5
Southwark,The Charter School North Dulwich,37.5
Southwark,Kingsdale Foundation School,34.7
Southwark,Dulwich Hamlet Junior School,37.4
Southwark,Harris Primary Academy Peckham Park,38.8
Southwark,Redriff Primary School,38.5
Southwark,Harris Primary Free School Peckham,43.2
Southwark,Sacred Heart Catholic School,43.2
Southwark,St Michael's Catholic College,41.9
Southwark,Compass School Southwark,40.9
Southwark,Ark All Saints Academy,43.8
Southwark,Judith Kerr Primary School,37.7
Southwark,Newlands Academy,35.7
Southwark,University Academy of Engineering South Bank,42.6
Southwark,John Donne Primary School,41.7
Southwark,Harris Primary Academy East Dulwich,38.5
Southwark,Treasure House London CIC,42.7
Southwark,Angel Oak Academy,39.4
Southwark,Phoenixplace,43.3
Southwark,The Belham Primary School,37.2
Southwark,The Charter School East Dulwich,38.2
Southwark,Galleywall Primary,40.5
Southwark,The Autism Project - CareTrade,52.7
Southwark,Goose Green Primary and Nursery School,40.4
Southwark,Bacon's College,39.3
Southwark,John Keats Primary School,43.3
Southwark,Surrey Square Primary School,41.8
Southwark,"Spa School, Bermondsey",41.5
Southwark,St Paul's Church of England Primary School,41.7
Sutton,Spencer Nursery School,31.4
Sutton,Thomas Wall Nursery School,30.4
Sutton,Bandon Hill Primary School,31.9
Sutton,Hackbridge Primary School,32.6
Sutton,High View Primary School,31.5
Sutton,Devonshire Primary School,30.2
Sutton,Robin Hood Infants' School,30.4
Sutton,Dorchester Primary School,30.7
Sutton,Beddington Infants' School,33.2
Sutton,Robin Hood Junior School,31.3
Sutton,Foresters Primary School,30.1
Sutton,All Saints Benhilton CofE Primary School,31.4
Sutton,Holy Trinity CofE Junior School,31.4
Sutton,St Dunstan's Cheam CofE Primary School,30.7
Sutton,St Cecilia's Catholic Primary School,33.5
Sutton,St Mary's RC Junior School,33.8
Sutton,St Mary's RC Infants School,31.8
Sutton,St Elphege's RC Junior School,30.2
Sutton,St Elphege's RC Infants' School,30.2
Sutton,Stanley Park Junior School,31.8
Sutton,The John Fisher School,29
Sutton,St Philomena's Catholic High School for Girls,31.4
Sutton,Homefield Preparatory School,30.5
Sutton,Collingwood School,32.2
Sutton,Seaton House School,29.2
Sutton,Sutton High School,33
Sutton,Sherwood Park School,33.7
Sutton,Muschamp Primary School and Language Opportunity Base,32.1
Sutton,Culvers House Primary School,31.4
Sutton,Orchard Hill College of Further Education,34.7
Sutton,Sutton College of Learning for Adults,34.6
Sutton,Focus School - Kenley & Carshalton Campus,29.1
Sutton,Sutton Tuition and Reintegration Service,28.9
Sutton,Eagle House School Sutton,31.5
Sutton,Wilson's School,30.5
Sutton,Overton Grange School,29.5
Sutton,Cheam High School,30.5
Sutton,Sutton Grammar School,30.8
Sutton,Wallington High School for Girls,30.7
Sutton,Westbourne Primary School,32.4
Sutton,Carshalton High School for Girls,31.5
Sutton,Wallington County Grammar School,33.5
Sutton,Carshalton Boys Sports College,31.4
Sutton,Greenshaw High School,30.9
Sutton,Glenthorne High School,32.8
Sutton,Wandle Valley School,31.7
Sutton,Carew Academy,30.8
Sutton,Harris Junior Academy Carshalton,32.5
Sutton,Cheam Park Farm Primary Academy,31.7
Sutton,Cuddington Croft Primary School,28.8
Sutton,Green Wrythe Primary School,32.5
Sutton,Beddington Park Primary School,32.1
Sutton,Avenue Primary Academy,30.7
Sutton,Cheam Common Junior Academy,32.8
Sutton,Victor Seymour Infants' School,31.9
Sutton,Cheam Fields Primary Academy,31.2
Sutton,Tweeddale Primary School,31.7
Sutton,Brookfield Primary Academy,31.6
Sutton,Harris Academy Sutton,29.3
Sutton,Rushy Meadow Primary Academy,31.4
Sutton,Link Primary School,33.9
Sutton,Link Secondary School,33.6
Sutton,All Saints Carshalton Church of England Primary School,33.8
Sutton,Stanley Park Infants School,31.8
Sutton,Cheam Common Infants' Academy,33.2
Sutton,Manor Park Primary Academy,30.9
Sutton,Wallington Primary Academy,29.7
Sutton,Barrow Hedges Primary School,29.6
Sutton,Abbey Primary School,31.4
Waltham Forest,Low Hall Nursery School,36.8
Waltham Forest,Church Hill Nursery School,35.1
Waltham Forest,Acacia Nursery,36.4
Waltham Forest,Chase Lane Primary School,32.8
Waltham Forest,Whitehall Primary School,30.3
Waltham Forest,Downsell Primary School,36.4
Waltham Forest,Newport School,36.7
Waltham Forest,Chapel End Infant School and Early Years Centre,36.6
Waltham Forest,Edinburgh Primary School,34.4
Waltham Forest,Greenleaf Primary School,36.2
Waltham Forest,Handsworth Primary School,33.5
Waltham Forest,Thorpe Hall Primary School,36.1
Waltham Forest,The Winns Primary School,34
Waltham Forest,Oakhill Primary School,32
Waltham Forest,Henry Maynard Primary School,36
Waltham Forest,South Grove Primary School,37
Waltham Forest,Dawlish Primary School,38.6
Waltham Forest,Gwyn Jones Primary School,35
Waltham Forest,George Tomlinson Primary School,38.9
Waltham Forest,Mission Grove Primary School,35.5
Waltham Forest,Coppermill Primary School,34.2
Waltham Forest,Stoneydown Park School,36.6
Waltham Forest,Buxton School,36.4
Waltham Forest,Parkside Primary School,32.4
Waltham Forest,The Jenny Hammond Primary School,37.2
Waltham Forest,Chingford CofE Primary School,33.3
Waltham Forest,St Mary's Catholic Primary School,32
Waltham Forest,St Joseph's Catholic Junior School,35.4
Waltham Forest,St Patrick's Catholic Primary School,37.1
Waltham Forest,St Joseph's Catholic Infant School,35.7
Waltham Forest,Frederick Bremer School,34.4
Waltham Forest,Heathcote School & Science College,31
Waltham Forest,Willowfield School,38.5
Waltham Forest,Leytonstone School,35.2
Waltham Forest,Walthamstow School for Girls,35.5
Waltham Forest,Kelmscott School,36.8
Waltham Forest,Holy Family Catholic School,34.9
Waltham Forest,Forest School,34.3
Waltham Forest,Normanhurst School,31.4
Waltham Forest,Ainslie Wood Primary School,32.7
Waltham Forest,Waltham Forest College,36
Waltham Forest,Leyton Sixth Form College,34.6
Waltham Forest,Sir George Monoux College,34.7
Waltham Forest,Barn Croft Primary School,34.3
Waltham Forest,Belmont Park School,38.2
Waltham Forest,Walthamstow Academy,36.6
Waltham Forest,Lantern of Knowledge Secondary School,38.6
Waltham Forest,Noor Ul Islam Primary School,36.8
Waltham Forest,Walthamstow Montessori School,34.1
Waltham Forest,Our Lady and St George's Catholic Primary School,36
Waltham Forest,Hawkswood Primary PRU,28.9
Waltham Forest,Roger Ascham Primary School,36.3
Waltham Forest,Yardley Primary School,29.8
Waltham Forest,Hillyfield Primary Academy,34.8
Waltham Forest,Burnside Secondary PRU,33.6
Waltham Forest,Highams Park School,32.4
Waltham Forest,Hawkswood,28.9
Waltham Forest,Emmanuel Community School,34.8
Waltham Forest,Willow Brook Primary School Academy,37.5
Waltham Forest,Hornbeam Academy,35.5
Waltham Forest,Barclay Primary School,34.4
Waltham Forest,Chingford Foundation School,30.3
