id,unique,value
Croydon,Aerodrome Primary Academy,33.2
Croydon,Applegarth Academy,28.8
Croydon,Harris Primary Academy Kenley,29.4
Croydon,The Cedars School,30.6
Croydon,Harris Primary Academy Benson,29
Croydon,Tudor Academy,28.2
Croydon,Forest Academy,28.9
Croydon,Harris Primary Academy Haling Park,34.4
Croydon,Oasis Academy Arena,31.2
Croydon,Harris Primary Academy Purley Way,36.1
Croydon,Chestnut Park Primary School,35.3
Croydon,Heathfield Academy,37.2
Croydon,Atwood Primary Academy,28.2
Croydon,Oasis Academy Ryelands,31.6
Croydon,Winterbourne Boys' Academy,33.4
Croydon,Fairchildes Primary School,26
Croydon,Broadmead Primary School,34.7
Croydon,Rowdown Primary School,26.3
Croydon,Harris Invictus Academy Croydon,33.2
Croydon,Paxton Academy Sports And Science,35.1
Croydon,New Valley Primary School,27.4
Croydon,St Mark's Church of England Primary Academy,34.7
Croydon,Beulah Infants' School,33.5
Croydon,The Archbishop Lanfranc Academy,32.5
Croydon,Orchard Park High (Croydon),29.5
Croydon,St. Mary's Catholic Junior School,36
Croydon,St Mary's Catholic Infant School,35.8
Croydon,The Crescent Primary School,35.2
Croydon,Good Shepherd Catholic Primary and Nursery School,28.2
Croydon,Davidson Primary Academy,32.1
Croydon,The Write Time,36.1
Croydon,St Aidan's Catholic Primary School,28.1
Croydon,St Chad's Catholic Primary School,33.3
Croydon,Krishna Avanti Primary School,36
Croydon,The Woodside Academy,32.3
Croydon,Meridian High School,25.5
Croydon,Kingsley Primary Academy,33.3
Croydon,St Peter's Primary School,30.3
Croydon,Park Hill Junior School,32.3
Croydon,Cypress Primary School,33
Croydon,Castle Hill Academy,27.8
Croydon,Harris Professional Skills Sixth Form,34
Croydon,Coombe Wood School,30.8
Croydon,Courtwood Primary School,27.2
Croydon,Gilbert Scott Primary School,27.8
Croydon,Monks Orchard Primary School,31
Croydon,Keston Primary School,27.3
Croydon,South Norwood Primary,32.1
Croydon,Kensington Avenue Primary School,33
Ealing,"Ysgol Gymraeg Llundain, London Welsh School",34
Ealing,Maples Children's Centre,38.6
Ealing,Grove House Nursery School & Children's Centre,35.8
Ealing,South Acton Childrens Centre,36.9
Ealing,Greenfields Nursery School and Children's Centre,34
Ealing,Berrymede Junior School,36.7
Ealing,Berrymede Infant School,36.7
Ealing,East Acton Primary School,41.9
Ealing,Oldfield Primary School,43.6
Ealing,North Ealing Primary School,36.4
Ealing,St John's Primary School,37.5
Ealing,St Mark's Primary School,37.3
Ealing,West Twyford Primary School,37.8
Ealing,West Acton Primary School,38.3
Ealing,Mayfield Primary School,33.4
Ealing,Beaconsfield Primary and Nursery School,34.7
Ealing,Coston Primary School,34.8
Ealing,Downe Manor Primary School,31.9
Ealing,Drayton Green Primary School,35.3
Ealing,North Primary School,36.3
Ealing,Ravenor Primary School,34.9
Ealing,Selborne Primary School,34.4
Ealing,Hambrough Primary School,39.5
Ealing,Hobbayne Primary School,36
Ealing,John Perryn Primary School,39.2
Ealing,Southfield Primary School,38.1
Ealing,Allenby Primary School,34.2
Ealing,Blair Peach Primary School,34.5
Ealing,Clifton Primary School,34.3
Ealing,Dairy Meadow Primary School,34.3
Ealing,Derwentwater Primary School,38.1
Ealing,Durdans Park Primary School,33.6
Ealing,Fielding Primary School,34.6
Ealing,Gifford Primary School,32.5
Ealing,Greenwood Primary School,33
Ealing,Havelock Primary School and Nursery,35.6
Ealing,Horsenden Primary School,34.5
Ealing,Willow Tree Primary School,31.3
Ealing,Lady Margaret Primary School,34.9
Ealing,Little Ealing Primary School,37.2
Ealing,Oaklands Primary School,35.1
Ealing,Perivale Primary School,34.4
Ealing,Stanhope Primary School,34.3
Ealing,Viking Primary School,33.1
Ealing,Wolf Fields Primary School,36.5
Ealing,Featherstone Primary and Nursery School,37.8
Ealing,Three Bridges Primary School,34.1
Ealing,Montpelier Primary School,35.7
Ealing,Tudor Primary School,33.6
Ealing,Vicar's Green Primary School,35.2
Ealing,Mount Carmel Catholic Primary School,37.4
Ealing,Our Lady of the Visitation Catholic Primary School,37.7
Ealing,St John Fisher Catholic Primary School,34.7
Ealing,St Anselm's Catholic Primary School,34.1
Ealing,St Gregory's Catholic Primary School,36
Ealing,St Joseph's Catholic Primary School,37.3
Ealing,St Raphael's Catholic Primary School,31.2
Ealing,St Vincent's Catholic Primary School,37
Ealing,Edward Betham Church of England Primary School,34.8
Ealing,Villiers High School,35.7
Ealing,The Cardinal Wiseman Catholic School,36.4
Ealing,Wood End Infant School,33.1
Ealing,Brentside High School,35.5
Ealing,Greenford High School,34.3
Ealing,The Ellen Wilkinson School for Girls,39.8
Ealing,Northolt High School,31.9
Ealing,Durston House School,39
Ealing,Harvington Prep School,38.8
Ealing,St Augustine's Priory,40.2
Ealing,St Benedict's School,36.7
Ealing,Barbara Speake Stage School,42.5
Ealing,The Sybil Elgar School,35.7
Ealing,Notting Hill and Ealing High School,39.9
Ealing,Clifton Lodge School,39.5
Ealing,King Fahad Academy,41.3
Ealing,The Japanese School,37.9
Ealing,Orchard House School,37.6
Ealing,Avenue House School,35.6
Ealing,Belvue School,35
Ealing,Castlebar School,34.3
Ealing,Mandeville School,34.4
Ealing,John Chilton School,36.1
Ealing,Springhallow School,34.7
Ealing,St Ann's School,37.4
Ealing,Grange Primary School,37.9
Ealing,Elthorne Park High School,36.5
Ealing,Ealing Alternative Provision,40.8
Ealing,Greek Primary School of London,37
Ealing,Leap Service -  the National Autistics Society,39.3
Ealing,Acorn House College,41.2
Ealing,Ealing Independent College,41
Ealing,University of West London,37.6
Ealing,Petts Hill Primary School,33.5
Ealing,Alec Reed Academy,36.3
Ealing,Ealing Primary Centre,38.9
Ealing,Ayesha Siddiqa Girls School,40
Ealing,Khalsa Primary School,36.7
Ealing,Insights Independent School,40.8
Ealing,North West London Independent Special School,40.3
Ealing,Christ the Saviour Church of England Primary School,45.3
Ealing,Wood End Academy,33.1
Ealing,Drayton Manor High School,35.6
Ealing,Twyford Church of England High School,38.1
Ealing,Holy Family Catholic Primary School,36.6
Ealing,Featherstone High School,36.2
Ealing,La Chouette School,42.7
Ealing,Brentside Primary School,34.9
Ealing,Ark Priory Primary Academy,40.2
Ealing,William Perkin Church of England High School,41.9
Ealing,St Mary's Church of England Primary Norwood Green,37.2
Ealing,Ark Byron Primary Academy,42
Ealing,Ealing Fields High School,35.3
Ealing,Woodlands Academy,34.2
Ealing,Dormers Wells High School,34.7
Ealing,Dormers Wells Junior School,34.3
Ealing,Ada Lovelace Church of England High School,42.1
Ealing,Dormers Wells Infant School,34.6
Ealing,Ark Acton Academy,37.5
Enfield,Orchardside School,28.2
Enfield,Capel Manor Primary School,29.2
Enfield,Carterhatch Infant School,33.1
Enfield,Chase Side Primary School,30.6
Enfield,Eldon Primary School,32.2
Enfield,Firs Farm Primary School,36.6
Enfield,Garfield Primary School,34.5
Enfield,George Spicer Primary School,33.8
Enfield,Hadley Wood Primary School,27.7
Enfield,Hazelwood Junior School,33.6
Enfield,Hazelwood Infant School,33.6
Enfield,Honilands Primary School,31.5
Enfield,Merryhills Primary School,29.6
Enfield,Prince of Wales Primary School,29.2
Enfield,The Raglan Junior School,31.8
Enfield,Raglan Infant School,31.7
Enfield,Suffolks Primary School,30.9
Enfield,Tottenhall Infant School,35.8
Enfield,Southbury Primary School,34.7
Enfield,De Bohun Primary School,30.4
Enfield,Bush Hill Park Primary School,32.4
Enfield,Eversley Primary School,30.6
Enfield,St Michael at Bowes CofE Junior School,35.4
Enfield,St John's CofE Primary School,28.4
Enfield,Forty Hill CofE Primary School,28.3
Enfield,St Andrew's CofE Primary School,30.2
Enfield,St Andrew's Southgate Primary School (CE),33
Enfield,Freezywater St George's CofE VA Primary School,33.3
Enfield,St John and St James CofE Primary School,38.3
Enfield,St James CofE Primary School,34.9
Enfield,St Michael's CofE Primary School,30.5
Enfield,St Paul's CofE Primary School,31.6
Enfield,St Mary's Catholic Primary School,33.6
Enfield,St Edmunds Catholic Primary School,35.9
Enfield,St George's Catholic Primary School,31
Enfield,St Monica's RC Primary School,33.9
Enfield,Our Lady of Lourdes Catholic Primary School,35.9
Enfield,Latymer All Saints CofE Primary School,33.4
Enfield,Winchmore School,32.1
Enfield,Enfield County School for Girls,30.4
Enfield,Chace Community School,29.8
Enfield,Bishop Stopford's School,30.7
Enfield,St Anne's Catholic High School for Girls,36.3
Enfield,St Matthew's CofE Primary School,32
Enfield,The Latymer School,33.2
Enfield,Broomfield School,39.3
Enfield,St Ignatius College,30.2
Enfield,Keble Preparatory School,32.5
Enfield,Palmers Green High School,33.5
Enfield,Grange Park Preparatory School,32.4
Enfield,Salcombe School,32
Enfield,Vita Et Pax School,31.1
Enfield,St John's Preparatory and Senior School,29.8
Enfield,Durants School,32.8
Enfield,West Lea School,33.4
Enfield,Oaktree School,31.6
Enfield,Waverley School,33
Enfield,Russet House School,34.7
Enfield,Oakthorpe Primary School,34.4
Enfield,West Grove Primary School,31.6
Enfield,Highfield Primary School,32.2
Enfield,Highlands School,29.9
Enfield,Middlesex University,27.8
Enfield,Starks Field Primary School,36
Enfield,Oasis Academy Enfield,28.4
Enfield,Phoenix Academy,33.5
Enfield,Freshsteps,28.1
Enfield,Oasis Academy Hadley,31.8
Enfield,Aylward Academy,35.5
Enfield,Cuckoo Hall Academy,32.2
Enfield,Kingsmead School,38.7
Enfield,Woodpecker Hall Primary Academy,32.5
Enfield,Enfield Grammar School,33.3
Enfield,Kingfisher Hall Primary Academy,31.6
Enfield,Enfield Heights Academy,33.3
Enfield,Heron Hall Academy,31.5
Enfield,Ark John Keats Academy,29.7
Enfield,Meridian Angel Primary School,41.1
Enfield,Focus 1st Academy,35.9
Enfield,North London Hospital School,31.2
Enfield,Southgate School,30
Enfield,One Degree Academy,31.5
Enfield,Alternative Centre of Education,36.9
Enfield,Edmonton County School,32.6
Enfield,Hazelbury Primary School,33.2
Enfield,Lavender Primary School,29.4
Enfield,Chesterfield Primary School,29.2
Enfield,Bowes Primary School,41.2
Enfield,Brimsdown Primary School,31
Enfield,The Lea Valley Academy,32.7
Enfield,Carterhatch Junior School,33.1
Enfield,Grange Park Primary School,30.1
Enfield,Fern House School,28.8
Enfield,First Rung Independent School,39.2
Enfield,Churchfield Primary School,32.4
Enfield,Delta Primary School,32.3
Enfield,Eastfield Primary School,30.2
Enfield,Alma Primary School,32.5
Enfield,Worcesters Primary School,28.7
Enfield,Keys Meadow Primary School,28.2
Enfield,Wolfson Hillel Primary School,31.6
Enfield,Houndsfield Primary School,33.4
Greenwich,Rachel McMillan Nursery School and Children's Centre,42.1
Greenwich,Pound Park Nursery School,34.8
Greenwich,Abbey Wood Nursery School,31.8
Greenwich,Robert Owen Nursery School,38.6
Greenwich,Newhaven Pupil Referral Unit,35.6
Greenwich,Bannockburn Primary School,36.5
Greenwich,Morden Mount Primary School,38.7
Greenwich,Cherry Orchard Primary School,36.3
Greenwich,Ealdham Primary School,35.4
Greenwich,Fossdene Primary School,36.7
Greenwich,Gallions Mount Primary School,32.7
Greenwich,Gordon Primary School,33.5
Greenwich,Haimo Primary School,40.3
Greenwich,Henwick Primary School,34.1
Greenwich,Invicta Primary School,43.6
Greenwich,Kidbrooke Park Primary School,35.2
Greenwich,Meridian Primary School,41.1
Greenwich,Plumcroft Primary School,32.6
Greenwich,Sherington Primary School,38.8
Greenwich,Thorntree Primary School,34.7
Greenwich,Wyborne Primary School,32.2
Greenwich,Montbelle Primary School,30.7
Greenwich,Boxgrove Primary School,31
Greenwich,De Lucy Primary School,31.3
Greenwich,Wingfield Primary School,35.3
Greenwich,Cardwell Primary School,34.9
Greenwich,Heronsgate Primary School,33.6
Greenwich,Linton Mead Primary School,33.1
Greenwich,Greenslade Primary School,33
Greenwich,Mulgrave Primary School,37.5
Greenwich,Charlton Manor Primary School,34.8
Greenwich,Christ Church Church of England Primary School,38.7
Greenwich,"Christ Church Church of England Primary School, Shooters Hill",35.6
Greenwich,Eltham Church of England Primary School,36.1
Greenwich,Our Lady of Grace Catholic Primary School,36.8
Greenwich,St Joseph's Catholic Primary School,40.8
Greenwich,St Margaret's Church of England Primary School,32.9
Greenwich,Saint Mary Magdalene Church of England All Through School,38.4
Greenwich,St Patrick's Catholic Primary School,34
Greenwich,St Alfege with St Peter's Church of England Primary School,40.5
Greenwich,St Peter's Catholic Primary School,34.4
Greenwich,St Thomas More Catholic Primary School,34.1
Greenwich,St Thomas A Becket Roman Catholic Primary School,31.1
Greenwich,Holy Family Catholic Primary School,38.2
Greenwich,Notre Dame Catholic Primary School,34.2
Greenwich,St Margaret Clitherow Catholic Primary School,31.2
Greenwich,Bishop John Robinson Church of England Primary School,31
Greenwich,Eltham Hill School,34.6
Greenwich,Plumstead Manor School,32.7
Greenwich,Thomas Tallis School,36.5
Greenwich,St Ursula's Convent School,36.8
Greenwich,Hawksmoor School,31
Greenwich,The Pointer School,40.9
Greenwich,Blackheath Preparatory School,40
Greenwich,Riverston School,36.7
Greenwich,St Olave's Prep School,34.3
Greenwich,Colfe's School,34.1
Greenwich,King's Oak School,32.7
Greenwich,Blackheath High School,37.1
Greenwich,St Paul's Academy,31
Greenwich,Middle Park Primary School,32.6
Greenwich,Discovery Primary School,32.7
Greenwich,James Wolfe Primary School and Centre for the Deaf,36.9
Greenwich,Alexander McLeod Primary School,31.1
Greenwich,Greenwich Steiner School,36.1
Greenwich,Conway Primary School,35.2
Greenwich,Eglinton Primary School,33.8
Greenwich,Wildwood Montessori School,35.6
Greenwich,Waterside School,33.1
Greenwich,Trinity Laban,37.7
Greenwich,University of Greenwich,37.2
Greenwich,Right Choice Independent Special School,44
Greenwich,Bellerbys College London,40.9
Greenwich,Wize Up,41.3
Greenwich,StreetVibes Media Academy,35.5
Greenwich,Ark Greenwich Free School,36.7
Greenwich,Harris Academy Greenwich,33.8
Greenwich,Charlton Park Academy,36.1
Greenwich,Shooters Hill Sixth Form College,33.1
Greenwich,Full Circle Education,33.4
Greenwich,Woolwich Polytechnic School,31.1
Greenwich,Stationers' Crown Woods Academy,32.7
Greenwich,Pulse and Water College,37.1
Greenwich,St Thomas More Catholic Comprehensive School,33.2
Greenwich,International Academy of Greenwich,39.1
Greenwich,Windrush Primary School,31.3
Greenwich,Timbercroft Primary School,31.8
Greenwich,Brooklands Primary School,34.9
Greenwich,Millennium Primary School,40.5
Greenwich,Foxfield Primary School,34.3
Greenwich,Rockliffe Manor Primary School,32.1
Greenwich,Woodhill Primary School,34.6
Greenwich,Willow Dene School,31
Greenwich,South Rise Primary School,33.2
Greenwich,Halstow Primary School,39.5
Greenwich,Horn Park Primary School,32.7
Greenwich,Deansfield Primary School,32.4
Greenwich,Alderwood Primary School,30.9
Greenwich,Royal Greenwich Trust School,39.4
Greenwich,St Mary's Catholic Primary School,33.1
Greenwich,Greenacres Primary School and Language Impairment Unit,30.9
Greenwich,Nightingale Primary School,35.1
Greenwich,The Halley Academy,33.4
Greenwich,Leigh Academy Blackheath,36.8
Hackney,Wentworth Nursery School and Children's Centre,41.7
Hackney,Comet Nursery School and Children's Centre,43
Hackney,Berger Primary School,41.3
Hackney,Colvestone Primary School,43.8
Hackney,Daubeney Primary School,37.3
Hackney,De Beauvoir Primary School,43.6
Hackney,Gainsborough Primary School,39.5
Hackney,Lauriston School,41.3
Hackney,London Fields Primary School,42
Hackney,Millfields Community School,38.2
Hackney,Morningside Primary School,43.3
Hackney,Orchard Primary School,44
Hackney,Queensbridge Primary School,41.7
Hackney,Randal Cremer Primary School,43
Hackney,Princess May Primary School,39.1
Hackney,Sebright School,41.3
Hackney,Shacklewell Primary School,40.2
Hackney,Southwold Primary School,36.9
Hackney,Thomas Fairchild Community School,43.2
Hackney,Tyssen Community Primary School,36.8
Hackney,Shoreditch Park Primary School,42
Hackney,Woodberry Down Community Primary School,40.1
Hackney,Kingsmead Primary School,36.7
Hackney,Sir Thomas Abney School,36.6
Hackney,Grasmere Primary School,39.7
Hackney,Jubilee Primary School,36.9
Hackney,Nightingale Primary School,38.5
Hackney,Baden-Powell School,40.6
Hackney,Harrington Hill Primary School,35.9
Hackney,Holmleigh Primary School,37.8
Hackney,Grazebrook Primary School,37.5
Hackney,Parkwood Primary School,38.5
Hackney,Benthal Primary School,39
Hackney,Mandeville Primary School,36.5
Hackney,Holy Trinity Church of England Primary School,41.2
Hackney,Our Lady and St Joseph Catholic Primary School,41.2
Hackney,St John the Baptist Voluntary Aided Church of England Primary School,45.3
Hackney,St Matthias Church of England Primary School,38.9
Hackney,St Monica's Roman Catholic Primary School,44.5
Hackney,St. Paul's With St. Michael's CofE Primary School,40.1
Hackney,St John of Jerusalem Church of England Primary School,41.9
Hackney,"St Mary's Church of England Primary School, Stoke Newington",40.5
Hackney,St Scholastica's Catholic Primary School,38.9
Hackney,Simon Marks Jewish Primary School,37.4
Hackney,Haggerston School,42
Hackney,Stoke Newington School and Sixth Form,38.8
Hackney,Our Lady's Catholic High School,39.5
Hackney,The Urswick School - A Church of England Secondary School,44.4
Hackney,Cardinal Pole Catholic School,45.1
Hackney,Yesodey Hatorah School,39.9
Hackney,Talmud Torah Yetev Lev,36.8
Hackney,Bnois Jerusalem Girls School,39.6
Hackney,Beis Rochel d'Satmar Girls' School,39.2
Hackney,Talmud Torah Machzikei Hadass School,38
Hackney,Beis Malka Girls' School,38.6
Hackney,Talmud Torah Chaim Meirim Wiznitz School,38
Hackney,Talmud Torah Bobov Primary School,37
Hackney,T T T Y Y School,37.8
Hackney,Tayyibah Girls' School,39
Hackney,Stormont House School,39.1
Hackney,The Garden School,38.6
Hackney,Ickburgh School,43.7
Hackney,Beis Chinuch Lebonos Girls School,41.2
Hackney,Springfield Community Primary School,36.1
Hackney,Rushmore Primary School,38.8
Hackney,Gayhurst Community School,40.1
Hackney,William Patten Primary School,43.4
Hackney,The Petchey Academy,40.5
Hackney,Hoxton Garden Primary,43.2
Hackney,Beis Aharon School,36.6
Hackney,Beis Trana Girls' School,39.3
Hackney,The Lyceum,45.3
Hackney,The Bridge Academy,42.8
Hackney,Betty Layward Primary School,38.8
Hackney,St John and St James CofE Primary School,44.3
Hackney,"Tawhid Boys School, Tawhid Educational Trust",43
Hackney,Rosemary Works School,43.3
Hackney,Side By Side School,35.6
Hackney,Al-Falah Primary School,39.2
Hackney,Yesodey Hatorah Senior Girls School,38.1
Hackney,The Brooke House Sixth Form College,42.6
Hackney,St. Dominic's Catholic Primary School,42.2
Hackney,New Regent's College,37.9
Hackney,Mossbourne Community Academy,38.6
Hackney,"The City Academy, Hackney",43.1
Hackney,Bnos Zion of Bobov,36.9
Hackney,Skinners' Academy,38.2
Hackney,Beis Yaakov Girls School,38.6
Hackney,Clapton Girls' Academy,39.4
Hackney,Beis Ruchel D`Satmar,43.4
Hackney,Leaways School,36.6
Hackney,Wiznitz Cheder School,42.8
Hackney,TTD Gur School,42.4
Hackney,Vishnitz Girls School,39.1
Hackney,The Olive School Hackney,37.5
Hackney,Mossbourne Victoria Park Academy,40.7
Hackney,Mossbourne Riverside Academy,38.1
Hackney,Inspired Directions School,46
Hackney,Northwold Primary School,38.6
Hackney,Hackney City Farm,43.7
Hackney,Halley House School,40.7
Hackney,Hackney New Primary School,43.4
Hackney,Mossbourne Parkside Academy,43.2
Hackney,Talmud Torah London,36.8
Hackney,The Boxing Academy AP Free School,44.1
Hackney,"City of London Academy, Shoreditch Park",40.7
Hackney,Lubavitch Senior Boys' School,40.3
Hackney,Lubavitch House School (Senior Girls),42.4
Hackney,Lubavitch Girls Primary School,42.4
Hackney,Lubavitch Junior Boys,40.3
Hammersmith and Fulham,Randolph Beresford Early Years Centre,39.1
Hammersmith and Fulham,Vanessa Nursery School,41.2
Hammersmith and Fulham,James Lee Nursery School,41.7
Hammersmith and Fulham,Bayonne Nursery School,38.5
Hammersmith and Fulham,Addison Primary School,40.1
Hammersmith and Fulham,Avonmore Primary School,43.6
Hammersmith and Fulham,Brackenbury Primary School,40.9
Hammersmith and Fulham,Miles Coverdale Primary School,39.4
Hammersmith and Fulham,Flora Gardens Primary School,40.8
Hammersmith and Fulham,Kenmont Primary School,44.6
Hammersmith and Fulham,Melcombe Primary School,42.1
Hammersmith and Fulham,Old Oak Primary School,38.2
Hammersmith and Fulham,Sir John Lillie Primary School,40.2
Hammersmith and Fulham,Wendell Park Primary School,37.6
Hammersmith and Fulham,Wormholt Park Primary School,38.8
Hammersmith and Fulham,All Saints CofE Primary School,39
Hammersmith and Fulham,Holy Cross RC School,38.4
Hammersmith and Fulham,John Betts Primary School,39.9
Hammersmith and Fulham,St Augustine's RC Primary School,39.8
Hammersmith and Fulham,St Johns Walham Green Church of England Primary School,39.2
Hammersmith and Fulham,St Mary's Catholic Primary School,39.6
Hammersmith and Fulham,St Paul's CofE Primary School,54.9
Hammersmith and Fulham,St Peter's Primary School,45.3
Hammersmith and Fulham,St Stephen's CofE Primary School,42.1
Hammersmith and Fulham,Good Shepherd RC Primary School,38.5
Hammersmith and Fulham,St John XXIII Catholic Primary School,39.9
Hammersmith and Fulham,St Thomas of Canterbury Catholic Primary School,39.6
Hammersmith and Fulham,St Paul's Girls' School,39.8
Hammersmith and Fulham,Bute House Preparatory School,41.7
Hammersmith and Fulham,The Godolphin and Latymer School,40.8
Hammersmith and Fulham,Latymer Upper School,42.8
Hammersmith and Fulham,Ecole Francaise de Londres Jacques Prevert,39.8
Hammersmith and Fulham,Evergreen Primary School,39.5
Hammersmith and Fulham,Ravenscourt Park Preparatory School,40.8
Hammersmith and Fulham,Sinclair House School,39
Hammersmith and Fulham,L'Ecole des Petits School,41
Hammersmith and Fulham,Le Herisson School,44.6
Hammersmith and Fulham,Queensmill School,41.8
Hammersmith and Fulham,Woodlane High School,42
Hammersmith and Fulham,Jack Tizard School,39.9
Hammersmith and Fulham,Cambridge School,39.9
Hammersmith and Fulham,Kensington Prep School,40.9
Hammersmith and Fulham,St James Senior Girls' School,43.6
Hammersmith and Fulham,Thomas's Fulham,37.9
Hammersmith and Fulham,"Ealing, Hammersmith and West London College",44.6
Hammersmith and Fulham,Fulham Prep School,38.9
Hammersmith and Fulham,St James Preparatory School,43.6
Hammersmith and Fulham,The Moat School,39
Hammersmith and Fulham,Ark Burlington Danes Academy,40.9
Hammersmith and Fulham,William Morris Sixth Form,40.8
Hammersmith and Fulham,Larmenier & Sacred Heart Catholic Primary School,39.8
Hammersmith and Fulham,Parsons Green Prep School,40.2
Hammersmith and Fulham,Normand Croft Community School for Early Years and Primary Education,42.2
Hammersmith and Fulham,Chelsea Independent College,41.9
Hammersmith and Fulham,Parayhouse School,40.4
Hammersmith and Fulham,Young Dancers Academy,47.5
Hammersmith and Fulham,Hammersmith Academy,39.3
Hammersmith and Fulham,TLG West London,45.9
Hammersmith and Fulham,West London Free School,45.8
Hammersmith and Fulham,The London Oratory School,39.3
Hammersmith and Fulham,Ark Conway Primary Academy,48.5
Hammersmith and Fulham,Sacred Heart High School,47.4
Hammersmith and Fulham,Lady Margaret School,38.5
Hammersmith and Fulham,Ark Bentworth Primary Academy,48.5
Hammersmith and Fulham,Fulham College Boys' School,39.7
Hammersmith and Fulham,Fulham Cross Girls' School and Language College,39.9
Hammersmith and Fulham,The Bridge AP Academy,36.6
Hammersmith and Fulham,Courtyard AP Academy,38.9
Hammersmith and Fulham,West London Free School Primary,41.6
Hammersmith and Fulham,Ark Swift Primary Academy,39.4
Hammersmith and Fulham,Westside School,44
Hammersmith and Fulham,Earl's Court Free School Primary,40.5
Hammersmith and Fulham,The Fulham Boys School,41.6
Hammersmith and Fulham,The Hurlingham Academy,37.6
Hammersmith and Fulham,Langford Primary School,38.9
Hammersmith and Fulham,Greenside Primary School,38.7
Hammersmith and Fulham,Thomas's Academy,40.4
Hammersmith and Fulham,TBAP 16-19 Academic AP Academy,36.9
Hammersmith and Fulham,Phoenix Academy,44.5
Hammersmith and Fulham,Queen's Manor School and Special Needs Unit,37.1
Hammersmith and Fulham,Fulham Primary School,40
Hammersmith and Fulham,Sulivan Primary School,38.1
Hammersmith and Fulham,BeyondAutism Post-19,42.2
Haringey,Greek Secondary School of London,37.5
Haringey,Pembury House Nursery School,38.9
Haringey,Rowland Hill Nursery School,36.8
Haringey,Woodlands Park Nursery School and Childrens Centre,38.5
Haringey,Belmont Junior School,36.1
Haringey,Belmont Infant School,36.1
Haringey,Bounds Green Junior School,39.2
Haringey,Bounds Green Infant School,39.2
Haringey,Campsbourne Junior School,35.3
Haringey,Campsbourne Infant School,35.3
Haringey,The Devonshire Hill Nursery &  Primary School,34.5
Haringey,Earlsmead Primary School,42.3
Haringey,Highgate Primary School,37.8
Haringey,Lancasterian Primary School,35.4
Haringey,Coldfall Primary School,34
Haringey,Tetherdown Primary School,35
Haringey,Rokesly Junior School,39.5
Haringey,Rokesly Infant & Nursery School,39.5
Haringey,South Harringay Junior School,38.3
Haringey,South Harringay Infant School,37.3
Haringey,Stamford Hill Primary School,42.9
Haringey,West Green Primary School,37.4
Haringey,Tiverton Primary School,39.5
Haringey,Coleridge Primary School,38.9
Haringey,Welbourne Primary School,41.2
Haringey,Lea Valley Primary School,34.9
Haringey,Ferry Lane Primary School,36.2
Haringey,Rhodes Avenue Primary School,34.8
Haringey,Crowland Primary School,36.8
Haringey,Weston Park Primary School,36
Haringey,The Willow Primary School,35.2
Haringey,St Aidan's Voluntary Controlled Primary School,36.9
Haringey,St Michael's CofE Voluntary Aided Primary School,37.7
Haringey,St James Church of England Primary School,36.4
Haringey,St Mary's CofE Primary School,39.2
Haringey,Our Lady of Muswell Catholic Primary School,35.4
Haringey,St Francis de Sales RC Junior School,38.8
Haringey,St Ignatius RC Primary School,43.2
Haringey,St Mary's Priory RC Junior School,38
Haringey,St Paul's RC Primary School,37.9
Haringey,St Mary's Priory RC Infant School,38
Haringey,St Peter-in-Chains RC Infant School,36.6
Haringey,St Francis de Sales RC Infant School,38.7
Haringey,St Martin of Porres RC Primary School,34.5
Haringey,St Gildas' Catholic Junior School,37.6
Haringey,St John Vianney RC Primary School,38.9
Haringey,Hornsey School for Girls,36.2
Haringey,Highgate Wood Secondary School,35.4
Haringey,Fortismere School,35.1
Haringey,Gladesmore Community School,36
Haringey,Channing School,40.4
Haringey,Highgate School,40.8
Haringey,Norfolk House School,38.2
Haringey,Sunrise Primary School,36.6
Haringey,North London Rudolf Steiner School,38.7
Haringey,Blanche Nevile School,34.3
Haringey,Vale School,35.5
Haringey,The Brook School,35.1
Haringey,Riverside School,36.3
Haringey,Hyland House School,36.7
Haringey,Alexandra Primary School,36.9
Haringey,Stroud Green Primary School,38.5
Haringey,Earlham Primary School,35
Haringey,Haringey Tuition Centre,38.5
Haringey,Lordship Lane Primary School,39.4
Haringey,Bruce Grove Primary School,36.2
Haringey,Park View School,38.3
Haringey,Muswell Hill Primary School,38
Haringey,Risley Avenue Primary School,37.3
Haringey,Seven Sisters Primary School,36.5
Haringey,Greig City Academy,39.5
Haringey,The Mulberry Primary School,36
Haringey,Islamic Shakhsiyah Foundation,38.9
Haringey,Chestnuts Primary School,38.4
Haringey,North Harringay Primary School,38
Haringey,Avenue Nursery and Pre-Preparatory School,41.2
Haringey,Treehouse School,37.7
Haringey,Kestrel House School,38.4
Haringey,Assunnah Primary School,39.2
Haringey,Eden Primary,34.3
Haringey,Alexandra Park School,33.6
Haringey,Woodside High School,36.1
Haringey,Harris Primary Academy Coleraine Park,35.8
Haringey,Harris Primary Academy Philip Lane,38.9
Haringey,Noel Park Primary School,35.8
Haringey,Trinity Primary Academy,36.6
Haringey,St Ann's CE Primary School,38.8
Haringey,St Michael's CofE Primary School,38
Haringey,St Paul's and All Hallows CofE Infant School,35.3
Haringey,St Paul's and All Hallows CofE Junior School,35.2
Haringey,Holy Trinity CofE Primary School,43.6
Haringey,Area 51 Education Ltd,35.6
